ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted
9671,Graduation,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,1,53,2849.775444892581,4,1
2256,Master,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,48,2787.775444892581,4,0
4279,2n Cycle,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,58,2785.775444892581,3,0
5371,Graduation,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,32,2659.775444892581,2,1
9240,PhD,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,50,2692.775444892581,2,0
9460,Graduation,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,58,3132.7754448925816,2,0
9504,Master,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,72,3078.775444892581,2,0
8692,Graduation,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,69,3262.7754448925816,4,0
448,PhD,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,43,3237.7754448925816,2,0
8314,Graduation,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,39,3116.7754448925816,2,1
8420,2n Cycle,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,51,3173.7754448925816,2,0
3174,Graduation,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,62,3098.775444892581,3,4
7685,Graduation,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,43,2988.775444892581,3,0
3179,Graduation,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,41,3073.775444892581,1,0
9780,Master,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,50,3064.775444892581,3,0
10681,2n Cycle,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,51,2860.775444892581,3,0
10232,PhD,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,58,3109.7754448925816,2,0
4184,PhD,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,71,2688.775444892581,3,0
9120,Graduation,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,59,3473.7754448925807,2,0
891,Master,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,70,3050.775444892581,4,0
10381,Graduation,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,42,3113.7754448925816,2,0
3525,Graduation,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,51,3412.7754448925807,4,0
6818,Graduation,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,47,3262.7754448925816,3,0
3526,PhD,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,53,2848.775444892581,4,0
8181,2n Cycle,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,43,2984.775444892581,2,0
1029,PhD,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,51,3232.7754448925816,3,0
7369,Master,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,40,3199.7754448925816,3,0
2574,PhD,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,44,3209.7754448925816,3,3
8159,Graduation,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,53,2871.775444892581,4,0
1160,Graduation,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,51,3005.775444892581,4,0
10242,PhD,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,55,2981.775444892581,4,0
5253,Master,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,65,2990.775444892581,4,0
5966,PhD,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,0,47,3321.7754448925816,4,1
5314,Graduation,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,70,3163.7754448925816,3,0
5081,2n Cycle,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,54,2947.775444892581,4,0
5123,Master,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,70,3135.7754448925816,2,0
5756,Graduation,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,38,2812.775444892581,3,0
8036,2n Cycle,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,50,2767.775444892581,4,0
9058,Graduation,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,66,3339.7754448925807,1,3
5057,Master,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,60,2983.775444892581,3,0
254,Graduation,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,0,66,2738.775444892581,3,1
4179,Graduation,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,62,3008.775444892581,2,0
3710,PhD,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,37,3261.7754448925816,2,0
7627,Master,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,46,3259.7754448925816,2,2
4501,Master,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,56,2956.775444892581,1,0
6424,Graduation,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,44,2845.775444892581,3,0
3075,PhD,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,49,2927.775444892581,2,0
4992,Master,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,46,2978.775444892581,3,0
5252,Graduation,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,52,3306.7754448925816,2,0
7444,Master,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,52,2948.775444892581,4,0
6919,2n Cycle,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,43,3144.7754448925816,3,0
3537,Graduation,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,40,3376.7754448925807,3,0
10277,Graduation,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,60,3188.7754448925816,2,0
2453,Graduation,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,61,3362.7754448925807,3,0
7972,Graduation,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,66,2980.775444892581,1,0
895,PhD,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,73,3350.7754448925807,4,0
1177,Master,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,55,3214.7754448925816,4,0
7141,Master,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,35,3242.7754448925816,2,0
7232,Graduation,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,48,2569.775444892581,2,0
8477,Graduation,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,65,2933.775444892581,4,0
2457,Basic,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,46,3306.7754448925816,3,0
988,Graduation,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,56,2689.775444892581,2,1
7930,Master,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,52,3009.775444892581,1,0
4587,Master,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,77,3041.775444892581,1,0
6682,Basic,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,48,3289.7754448925816,3,0
6222,Graduation,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,54,2939.775444892581,5,0
10299,PhD,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,52,3351.7754448925807,1,0
3083,Graduation,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,47,3033.775444892581,4,0
8953,Master,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,56,3084.775444892581,4,0
1503,PhD,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,45,3175.7754448925816,4,0
8650,Graduation,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,43,3163.7754448925816,3,0
10862,Master,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,61,3376.7754448925807,3,0
2782,PhD,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,60,2929.775444892581,3,0
6941,Graduation,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,50,3045.775444892581,1,0
10972,Graduation,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,72,2599.775444892581,1,2
10708,2n Cycle,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,43,2878.775444892581,2,0
6583,2n Cycle,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,66,3175.7754448925816,2,1
3641,Graduation,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,45,3220.7754448925816,3,0
10156,Graduation,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,46,3175.7754448925816,2,0
4299,Graduation,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,61,3341.7754448925807,3,0
3469,PhD,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,44,3445.7754448925807,3,0
5063,Graduation,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,44,3253.7754448925816,2,0
10727,PhD,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,51,2917.775444892581,3,0
9624,PhD,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,63,2711.775444892581,2,0
5156,2n Cycle,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,51,2860.775444892581,3,0
4376,2n Cycle,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,61,2829.775444892581,1,1
8923,Graduation,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,48,3132.7754448925816,1,0
8461,Graduation,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,59,2599.775444892581,4,0
6945,Graduation,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,69,3144.7754448925816,1,0
944,Graduation,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,59,3027.775444892581,3,0
1907,Master,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,1,71,3334.7754448925816,2,0
701,Graduation,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,0,50,3078.775444892581,3,1
3856,Graduation,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,61,3475.7754448925807,3,0
4149,PhD,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,73,2742.775444892581,2,0
2131,PhD,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,62,3241.7754448925816,2,0
2942,Graduation,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,0,57,3054.775444892581,2,1
1173,Master,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,74,2964.775444892581,2,2
4381,PhD,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,50,3010.775444892581,4,0
4611,Graduation,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,51,3219.7754448925816,2,2
3376,Master,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,51,2893.775444892581,2,0
4679,Master,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,44,2732.775444892581,3,0
10928,Graduation,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,63,2981.775444892581,3,0
4248,Master,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,61,2827.775444892581,1,1
6728,Graduation,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,36,3366.7754448925807,3,0
6661,Graduation,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,47,3263.7754448925816,3,0
4725,PhD,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,71,2772.775444892581,3,0
3277,Graduation,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,66,3538.7754448925807,2,0
5555,Graduation,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,46,2692.775444892581,1,0
2564,Graduation,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,68,2784.775444892581,3,0
946,2n Cycle,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,63,3340.7754448925807,2,0
3867,PhD,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,74,2997.775444892581,3,0
6940,PhD,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,0,55,2946.775444892581,4,1
55,Graduation,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,58,3412.7754448925807,3,0
7093,Graduation,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,36,2922.775444892581,3,0
5084,Graduation,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,46,2881.775444892581,2,0
1777,Basic,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,41,3415.7754448925807,2,0
8162,Master,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,65,3239.7754448925816,2,0
10826,Graduation,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,62,3243.7754448925816,2,0
8754,PhD,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,47,3104.775444892581,3,0
1987,Basic,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,34,2972.775444892581,2,0
11007,PhD,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,53,2992.775444892581,3,0
7426,2n Cycle,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,50,3048.775444892581,4,0
9153,PhD,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,57,3030.775444892581,3,0
10379,Master,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,59,3017.775444892581,3,0
9204,Graduation,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,51,3262.7754448925816,2,0
3197,Graduation,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,41,2890.775444892581,3,0
2920,PhD,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,46,3594.7754448925807,2,0
6961,Graduation,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,47,2733.775444892581,4,0
4673,PhD,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,58,3302.7754448925816,3,1
9937,Graduation,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,42,2843.775444892581,1,0
8779,2n Cycle,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,36,3073.775444892581,3,1
9596,PhD,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,41,2883.775444892581,1,0
2891,Graduation,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,58,2949.775444892581,2,0
4910,Graduation,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,54,3363.7754448925807,1,0
75,2n Cycle,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,39,3034.775444892581,2,0
10120,Graduation,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,66,2943.775444892581,3,0
6327,Graduation,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,54,2887.775444892581,2,0
10142,PhD,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,45,3056.775444892581,2,0
9826,PhD,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,49,3262.7754448925816,1,0
1501,PhD,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,39,3507.7754448925807,2,0
10767,PhD,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,32,2739.775444892581,2,2
7279,PhD,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,52,2967.775444892581,2,0
7230,PhD,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,61,3505.7754448925807,2,1
143,Graduation,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,51,3003.775444892581,1,0
450,Master,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,63,2899.775444892581,3,0
9316,Basic,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,69,3198.7754448925816,2,0
6379,Master,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,1,72,3091.775444892581,3,0
9239,Master,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,60,3033.775444892581,4,0
8315,Graduation,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,26,2790.775444892581,1,0
2868,PhD,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,1,72,3024.775444892581,3,0
10888,Graduation,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,60,3170.7754448925816,1,0
1277,Graduation,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,61,2628.775444892581,2,1
9977,Graduation,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,48,2980.775444892581,2,0
10196,Graduation,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,43,2538.775444892581,4,0
6384,Graduation,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,0,43,2569.775444892581,2,1
8029,Master,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,33,2756.775444892581,1,3
968,Master,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,53,2880.775444892581,2,0
6988,Graduation,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,35,2966.775444892581,3,2
4472,PhD,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,51,2697.775444892581,2,0
6991,Graduation,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,70,2963.775444892581,2,0
3336,PhD,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,0,73,2915.775444892581,3,1
4301,Master,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,50,2966.775444892581,3,1
1940,Graduation,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,35,2899.775444892581,3,0
1272,Master,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,56,3311.7754448925816,2,0
1388,Graduation,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,46,3189.7754448925816,2,0
1044,Graduation,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,68,3106.775444892581,2,0
6969,Graduation,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,39,3051.775444892581,3,0
10479,PhD,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,46,3412.7754448925807,2,0
3619,2n Cycle,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,1,61,3339.7754448925807,1,1
1715,Graduation,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,43,2934.775444892581,3,0
10159,Graduation,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,51,3150.7754448925816,2,0
1463,Graduation,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,63,2787.775444892581,3,0
5114,Master,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,56,3252.7754448925816,3,0
4990,Graduation,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,67,3204.7754448925816,2,0
4329,PhD,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,37,2732.775444892581,3,0
10936,Graduation,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,56,3196.7754448925816,2,0
4692,Graduation,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,1,45,3598.7754448925807,3,1
7212,Graduation,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,55,2657.775444892581,3,0
6086,Graduation,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,66,2913.775444892581,2,1
437,Master,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,45,2850.775444892581,1,0
11171,Master,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,56,2926.775444892581,5,0
11101,Graduation,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,30,3135.7754448925816,2,1
5329,PhD,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,72,2970.775444892581,3,0
610,PhD,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,68,3416.7754448925807,4,0
9384,Graduation,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,43,2900.775444892581,4,0
5956,PhD,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,73,2951.775444892581,4,0
10430,Graduation,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,48,2987.775444892581,3,3
7875,Graduation,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,72,2756.775444892581,2,3
7072,Graduation,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,48,3152.7754448925816,3,0
6255,Master,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,69,2810.775444892581,3,0
6516,Basic,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,32,3163.7754448925816,3,0
5564,Graduation,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,52,3354.7754448925807,3,0
5682,PhD,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,68,3158.7754448925816,2,0
7458,Master,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,65,3086.775444892581,4,0
5237,PhD,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,71,2874.775444892581,4,0
7761,2n Cycle,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,43,3232.7754448925816,3,0
5278,Graduation,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,57,2850.775444892581,2,1
3560,Graduation,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,69,2901.775444892581,2,1
7235,2n Cycle,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,46,2985.775444892581,3,0
10548,Graduation,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,26,2629.775444892581,1,0
2281,Graduation,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,51,2982.775444892581,2,1
4073,2n Cycle,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,0,1,67,2846.775444892581,2,1
6974,PhD,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,49,2875.775444892581,2,0
7938,PhD,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,63,3171.7754448925816,3,0
7094,Graduation,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,46,2881.775444892581,2,0
3667,Graduation,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,52,3181.7754448925816,2,3
7723,Graduation,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,42,2839.775444892581,2,0
3870,2n Cycle,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,43,2995.775444892581,2,0
4012,PhD,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,1,49,3293.7754448925816,3,0
5909,Graduation,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,57,2978.775444892581,3,0
10470,Master,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,42,3166.7754448925816,3,0
6488,PhD,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,62,2720.775444892581,3,0
10270,2n Cycle,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,40,3171.7754448925816,3,0
6887,Graduation,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,54,2761.775444892581,3,0
6406,Master,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,33,2939.775444892581,2,0
7573,PhD,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,0,1,43,2962.775444892581,2,1
4508,Graduation,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,69,2733.775444892581,1,0
221,Graduation,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,66,3123.7754448925816,3,0
5331,Graduation,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,44,3292.7754448925816,2,0
1911,Graduation,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,34,3476.7754448925807,2,0
20,2n Cycle,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,56,3231.7754448925816,3,0
8786,Master,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,65,3094.775444892581,3,0
10582,Graduation,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,42,3174.7754448925816,3,0
1915,PhD,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,70,2894.775444892581,2,0
8897,Graduation,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,1,56,3126.7754448925816,3,0
2371,Graduation,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,49,3137.7754448925816,4,0
4303,PhD,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,64,3381.7754448925807,3,0
6825,Graduation,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,68,3086.775444892581,4,0
1072,PhD,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,56,2998.775444892581,2,0
4964,PhD,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,63,2849.775444892581,2,0
2461,Master,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,66,2888.775444892581,3,0
10736,Graduation,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,50,2897.775444892581,2,0
3194,PhD,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,47,2751.775444892581,1,0
10839,Graduation,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,45,2771.775444892581,4,0
49,Graduation,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,51,2566.775444892581,2,0
4290,Graduation,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,49,2797.775444892581,3,0
10219,Graduation,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,49,3071.775444892581,3,0
4211,Basic,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,35,3303.7754448925816,3,0
1135,Master,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,61,2829.775444892581,4,0
6299,PhD,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,1,53,3208.7754448925816,2,1
10846,Master,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,43,2726.775444892581,3,1
347,Graduation,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,45,3384.7754448925807,2,0
6543,Master,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,76,3225.7754448925816,2,0
10446,PhD,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,64,3413.7754448925807,2,3
3479,Graduation,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,71,3040.775444892581,1,1
11075,Graduation,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,43,2938.775444892581,4,0
4442,Graduation,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,60,3116.7754448925816,2,0
199,Master,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,59,3220.7754448925816,1,1
6722,PhD,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,67,2696.775444892581,3,0
796,2n Cycle,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,56,3309.7754448925816,2,0
3749,Graduation,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,48,3206.7754448925816,2,0
8523,Graduation,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,53,2892.775444892581,3,0
